zipcode,daily commute time,violent_crime_index,property_crime_index,Provider ID,Hospital Name,Location,State,County Name,household income,population,average age,race white percentage,race black percentage,race asian percentage,race hispanic percentage,race other percentage,schoolid,schoolname,lat,lng,schoollevel,schooltype,average score,teacher student ratio,enrollment,freelunch ratio,ethnic african ratio,ethnic asian ratio,ethnic hispanic ratio,ethnic white student ratio,ethnic two_or_more ratio,ethnic others ratio
90023,28.0,64.6,67.9,50663.0,LOS ANGELES COMMUNITY HOSPITAL,"4081 E OLYMPIC BLVD LOS ANGELES, CA 90023 (34.018874, -118.186461)",CA,LOS ANGELES,"37,082","47,229",30.2,2.4,0.6,0.9,96.0,0.1,,,,,,,,,,,,,,,,
90023,28.0,64.6,67.9,50641.0,EAST LOS ANGELES DOCTORS HOSPITAL,"4060 WHITTIER BLVD LOS ANGELES, CA 90023 (34.02393, -118.184285)",CA,LOS ANGELES,"37,082","47,229",30.2,2.4,0.6,0.9,96.0,0.1,,,,,,,,,,,,,,,,
90024,22.0,33.8,42.1,,,,,,"59,125","49,718",23.2,56.1,2.8,27.6,9.1,4.4,62271002987.0,Emerson Community Charter,34.054168,-118.43587600000001,Middle,charter,47.71,23.9,622.0,54.3,20.9,8.52,38.91,28.3,3.05,0.32
90024,22.0,33.8,42.1,,,,,,"59,125","49,718",23.2,56.1,2.8,27.6,9.1,4.4,62271002997.0,Fairburn Avenue Elementary,34.059181,-118.431126,Elementary,public,95.8,24.3,438.0,13.5,1.6,22.15,6.85,62.56,6.39,0.45
90024,22.0,33.8,42.1,,,,,,"59,125","49,718",23.2,56.1,2.8,27.6,9.1,4.4,62271003443.0,Warner Avenue Elementary,34.069682,-118.433449,Elementary,public,97.53,23.9,671.0,7.3,3.13,9.84,4.77,79.14,2.98,0.14
90025,25.0,39.8,48.2,,,,,,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,62271002868.0,Brockton Avenue Elementary,34.044173,-118.463246,Elementary,public,22.76,18.1,218.0,77.5,8.26,2.75,70.64,14.68,3.21,0.46
90025,25.0,39.8,48.2,,,,,,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,60013411208.0,New West Charter,34.032477,-118.444625,Alternative,charter,89.96,21.7,825.0,22.7,6.67,8.0,25.94,50.67,8.12,0.6
90025,25.0,39.8,48.2,,,,,,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,62271003371.0,Nora Sterry Elementary,34.044290999999994,-118.44776,Elementary,public,53.81,21.2,340.0,69.4,12.06,6.18,64.71,14.12,2.94,0.0
90025,25.0,39.8,48.2,,,,,,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,62271003413.0,University Senior High,34.045564,-118.46096100000001,High,public,67.92,23.1,1658.0,74.6,24.91,8.32,53.08,11.28,1.75,0.66
90025,25.0,39.8,48.2,,,,,,"71,278","47,453",34.7,53.8,1.8,21.4,18.6,4.4,62271003459.0,Westwood Charter Elementary,34.047358,-118.429953,Elementary,charter,92.53,24.4,855.0,8.3,1.75,17.08,9.01,63.04,8.77,0.35
90026,31.0,58.3,64.1,50763.0,SILVER LAKE MEDICAL CENTER,"1711 WEST TEMPLE STREET LOS ANGELES, CA 90026 (34.06879, -118.26356)",CA,LOS ANGELES,"46,435","68,609",34.5,23.3,2.8,16.3,55.6,2.0,,,,,,,,,,,,,,,,
90027,29.0,49.9,57.5,50138.0,KAISER FOUNDATION HOSPITAL - LOS ANGELES,"4867 SUNSET BLVD LOS ANGELES, CA 90027 (34.098141, -118.294825)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003022.0,Franklin Avenue Elementary,34.105957000000004,-118.284967,Elementary,public,87.1,25.0,500.0,31.2,1.2,7.2,19.4,70.0,2.2,-0.0
90027,29.0,49.9,57.5,50138.0,KAISER FOUNDATION HOSPITAL - LOS ANGELES,"4867 SUNSET BLVD LOS ANGELES, CA 90027 (34.098141, -118.294825)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003171.0,John Marshall Senior High,34.108684000000004,-118.276472,High,public,73.68,25.7,2360.0,76.4,1.69,23.09,58.73,14.75,1.14,0.6
90027,29.0,49.9,57.5,50138.0,KAISER FOUNDATION HOSPITAL - LOS ANGELES,"4867 SUNSET BLVD LOS ANGELES, CA 90027 (34.098141, -118.294825)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003152.0,Los Feliz Science/Technical/Engineer/Math/Medicine Magnet,34.102796999999995,-118.29306100000001,Elementary,public,50.4,26.0,468.0,83.8,3.63,8.76,53.21,31.2,2.56,0.64
90027,29.0,49.9,57.5,50063.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,"1300 N VERMONT AVE LOS ANGELES, CA 90027 (34.096116, -118.291753)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003022.0,Franklin Avenue Elementary,34.105957000000004,-118.284967,Elementary,public,87.1,25.0,500.0,31.2,1.2,7.2,19.4,70.0,2.2,-0.0
90027,29.0,49.9,57.5,50063.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,"1300 N VERMONT AVE LOS ANGELES, CA 90027 (34.096116, -118.291753)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003171.0,John Marshall Senior High,34.108684000000004,-118.276472,High,public,73.68,25.7,2360.0,76.4,1.69,23.09,58.73,14.75,1.14,0.6
90027,29.0,49.9,57.5,50063.0,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,"1300 N VERMONT AVE LOS ANGELES, CA 90027 (34.096116, -118.291753)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003152.0,Los Feliz Science/Technical/Engineer/Math/Medicine Magnet,34.102796999999995,-118.29306100000001,Elementary,public,50.4,26.0,468.0,83.8,3.63,8.76,53.21,31.2,2.56,0.64
90027,29.0,49.9,57.5,53302.0,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD LOS ANGELES, CA 90027 (34.098145, -118.290878)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003022.0,Franklin Avenue Elementary,34.105957000000004,-118.284967,Elementary,public,87.1,25.0,500.0,31.2,1.2,7.2,19.4,70.0,2.2,-0.0
90027,29.0,49.9,57.5,53302.0,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD LOS ANGELES, CA 90027 (34.098145, -118.290878)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003171.0,John Marshall Senior High,34.108684000000004,-118.276472,High,public,73.68,25.7,2360.0,76.4,1.69,23.09,58.73,14.75,1.14,0.6
90027,29.0,49.9,57.5,53302.0,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD LOS ANGELES, CA 90027 (34.098145, -118.290878)",CA,LOS ANGELES,"50,316","45,616",38.9,58.8,2.6,13.8,21.3,3.5,62271003152.0,Los Feliz Science/Technical/Engineer/Math/Medicine Magnet,34.102796999999995,-118.29306100000001,Elementary,public,50.4,26.0,468.0,83.8,3.63,8.76,53.21,31.2,2.56,0.64
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271012312.0,APEX Academy,34.095083,-118.31396000000001,High,charter,10.95,15.4,389.0,97.7,2.06,1.8,92.29,2.57,0.77,0.51
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271002917.0,Cheremoya Avenue Elementary,34.105851,-118.320664,Elementary,public,60.16,25.2,328.0,75.9,7.32,1.22,45.73,42.38,1.83,1.52
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271012708.0,Citizens of the World Charter School Hollywood,34.094407000000004,-118.316158,Elementary,charter,90.23,22.2,422.0,34.6,3.08,17.54,27.25,51.66,0.47,0.0
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271013114.0,Citizens of the World Charter School Silver Lake,34.100312,-118.312545,Elementary,charter,71.22,19.4,654.0,44.0,3.82,14.98,33.94,38.23,8.26,0.77
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271003053.0,Grant Elementary,34.100095,-118.313356,Elementary,public,28.0,23.8,548.0,92.7,4.56,7.48,71.35,15.69,0.55,0.37
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271012234.0,Helen Bernstein High,34.095073,-118.31395900000001,High,public,32.87,18.3,586.0,91.3,3.75,6.48,84.98,3.92,0.34,0.53
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271003088.0,Hollywood Senior High,34.099078999999996,-118.340221,High,public,67.17,24.0,1515.0,86.5,10.76,6.47,70.83,10.36,1.12,0.46
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271003129.0,Joseph Le Conte Middle,34.094803999999996,-118.31690400000001,Middle,public,26.15,22.4,944.0,87.1,5.4,5.51,78.6,9.53,0.42,0.54
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271010842.0,Richard A. Alonzo Community Day,34.094955999999996,-118.315297,High,public,13.52,15.1,136.0,91.2,1.47,4.41,89.71,3.68,0.0,0.73
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271003339.0,Selma Avenue Elementary,34.099920000000004,-118.333555,Elementary,public,18.68,14.2,142.0,87.3,7.04,2.82,78.87,7.04,4.23,-0.0
90028,31.0,63.8,66.7,50135.0,SOUTHERN CALIFORNIA HOSPITAL AT HOLLYWOOD,"6245 DE LONGPRE AVE HOLLYWOOD, CA 90028 (34.096192, -118.325371)",CA,LOS ANGELES,"31,742","31,054",33.2,50.1,6.2,7.4,33.2,3.1,62271013139.0,STEM Academy at Bernstein High,34.09506,-118.313921,High,public,71.6,18.2,567.0,96.6,0.88,11.99,82.54,3.7,0.53,0.36
90029,34.0,65.1,67.8,,,,,,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,62271010885.0,Kingsley Elementary,34.091640000000005,-118.30288999999999,Elementary,public,39.26,20.9,439.0,86.6,0.23,2.96,83.6,12.53,0.46,0.22
90029,34.0,65.1,67.8,,,,,,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,62271003142.0,Lockwood Avenue Elementary,34.089186,-118.28881499999999,Elementary,public,33.12,22.8,456.0,92.5,2.19,8.99,82.02,4.17,0.88,1.75
90029,34.0,65.1,67.8,,,,,,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,62271003295.0,Ramona Elementary,34.091602,-118.299745,Elementary,public,21.94,20.5,616.0,89.4,0.16,6.01,85.23,6.98,0.81,0.81
90029,34.0,65.1,67.8,,,,,,"35,253","38,843",35.5,21.9,2.7,15.6,57.9,1.9,62271003117.0,Thomas Starr King Middle School Film and Media Magnet,34.096160999999995,-118.281575,Middle,public,74.0,24.4,1942.0,75.0,2.63,18.64,54.58,21.32,2.16,0.67
90031,32.0,59.1,63.4,,,,,,"34,656","39,103",35.3,4.8,0.8,25.8,67.2,1.4,62271003139.0,Abraham Lincoln Senior High,34.074678000000006,-118.204031,High,public,57.25,18.6,1005.0,92.9,1.29,23.18,73.23,1.39,0.5,0.41
90032,31.0,52.5,56.4,,,,,,"45,208","47,766",37.4,6.8,1.5,9.2,81.8,0.7,,,,,,,,,,,,,,,,
90033,32.0,65.2,67.9,50103.0,WHITE MEMORIAL MEDICAL CENTER,"1720 E CESAR AVENUE LOS ANGELES, CA 90033",CA,LOS ANGELES,"27,190","48,841",37.4,2.2,1.3,5.1,91.1,0.3,,,,,,,,,,,,,,,,
90033,32.0,65.2,67.9,50373.0,LAC+USC MEDICAL CENTER,"1200 N STATE ST, ROOM C2K100 LOS ANGELES, CA 90033 (34.059872, -118.210308)",CA,LOS ANGELES,"27,190","48,841",37.4,2.2,1.3,5.1,91.1,0.3,,,,,,,,,,,,,,,,
90033,32.0,65.2,67.9,50696.0,KECK HOSPITAL OF USC,"1500 SAN PABLO STREET LOS ANGELES, CA 90033 (34.062168, -118.203234)",CA,LOS ANGELES,"27,190","48,841",37.4,2.2,1.3,5.1,91.1,0.3,,,,,,,,,,,,,,,,
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271003064.0,Alexander Hamilton Senior High,34.034125,-118.390578,High,public,58.86,23.3,2719.0,70.1,26.55,4.16,50.72,16.18,1.8,0.59
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271002904.0,Castle Heights Elementary,34.037989,-118.397967,Elementary,public,84.1,25.5,562.0,32.7,11.74,9.25,33.1,38.79,7.12,0.0
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271002913.0,Charnock Road Elementary,34.017377,-118.420047,Elementary,public,41.2,20.9,356.0,77.2,13.2,14.89,59.83,11.24,0.84,-0.0
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271002918.0,Cheviot Hills Continuation,34.035565999999996,-118.392606,High,public,16.77,25.6,77.0,71.4,25.97,1.3,64.94,5.19,2.6,0.0
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271002925.0,Clover Avenue Elementary,34.026977,-118.42522,Elementary,public,96.41,23.8,596.0,24.0,5.37,41.44,16.44,28.52,7.38,0.85
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271012322.0,Magnolia Science Academy 6,34.023990000000005,-118.400136,Middle,charter,46.88,23.5,173.0,78.6,12.14,1.16,82.08,3.47,1.16,0.0
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271003266.0,Palms Elementary,34.025890000000004,-118.40758400000001,Elementary,public,29.57,19.6,353.0,81.3,17.28,9.92,64.02,7.08,1.13,0.57
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271003267.0,Palms Middle,34.023402000000004,-118.41681000000001,Middle,public,74.97,24.9,1382.0,64.9,23.59,15.63,44.65,13.17,2.53,0.43
90034,27.0,44.3,52.7,50561.0,KAISER FOUNDATION HOSPITAL - WEST LA,"6041 CADILLAC AVE LOS ANGELES, CA 90034 (34.03799, -118.376247)",CA,LOS ANGELES,"56,743","56,070",32.3,38.3,8.2,18.6,30.0,4.9,62271003348.0,Shenandoah Street Elementary,34.038651,-118.384817,Elementary,public,33.57,20.6,475.0,88.2,4.21,0.84,92.21,2.53,0.21,0.0
90035,25.0,36.6,45.0,,,,,,"75,327","29,920",37.4,67.7,8.7,8.0,10.5,5.1,62271002888.0,Canfield Avenue Elementary,34.050078000000006,-118.390469,Elementary,public,84.93,22.5,360.0,26.4,10.83,6.11,16.67,63.33,3.06,0.0
90035,25.0,36.6,45.0,,,,,,"75,327","29,920",37.4,67.7,8.7,8.0,10.5,5.1,62271002942.0,Crescent Heights Boulevard Elementary,34.047184,-118.373976,Elementary,public,34.99,23.2,372.0,93.3,44.35,0.81,47.31,3.76,3.49,0.28
90035,25.0,36.6,45.0,,,,,,"75,327","29,920",37.4,67.7,8.7,8.0,10.5,5.1,62271008887.0,Los Angeles Center for Enriched Studies,34.044267,-118.37143300000001,Alternative,public,79.32,25.4,1654.0,60.9,19.41,19.47,31.32,26.78,1.87,1.15
90036,27.0,40.9,50.0,50742.0,OLYMPIA MEDICAL CENTER,"5900 WEST OLYMPIC BOULEVARD LOS ANGELES, CA 90036 (34.057527, -118.359857)",CA,LOS ANGELES,"71,049","38,116",34.8,61.5,3.4,21.0,9.5,4.6,62271003067.0,Hancock Park Elementary,34.069424,-118.361048,Elementary,public,87.13,22.6,702.0,25.6,10.54,45.58,11.11,29.2,3.56,0.01
90036,27.0,40.9,50.0,50742.0,OLYMPIA MEDICAL CENTER,"5900 WEST OLYMPIC BOULEVARD LOS ANGELES, CA 90036 (34.057527, -118.359857)",CA,LOS ANGELES,"71,049","38,116",34.8,61.5,3.4,21.0,9.5,4.6,62271007768.0,Whitman Continuation,34.080373,-118.35973899999999,High,public,22.22,22.0,66.0,75.8,6.06,12.12,77.27,3.03,1.52,-0.0
90036,27.0,40.9,50.0,50742.0,OLYMPIA MEDICAL CENTER,"5900 WEST OLYMPIC BOULEVARD LOS ANGELES, CA 90036 (34.057527, -118.359857)",CA,LOS ANGELES,"71,049","38,116",34.8,61.5,3.4,21.0,9.5,4.6,62271003465.0,Wilshire Crest Elementary,34.057578,-118.344068,Elementary,public,28.2,22.5,180.0,79.4,35.56,2.78,48.89,9.44,3.33,-0.0
90036,27.0,40.9,50.0,50751.0,MIRACLE MILE MEDICAL CENTER,"6000 SAN VICENTE BLVD LOS ANGELES, CA 90036 (34.057352, -118.361983)",CA,LOS ANGELES,"71,049","38,116",34.8,61.5,3.4,21.0,9.5,4.6,62271003067.0,Hancock Park Elementary,34.069424,-118.361048,Elementary,public,87.13,22.6,702.0,25.6,10.54,45.58,11.11,29.2,3.56,0.01
90036,27.0,40.9,50.0,50751.0,MIRACLE MILE MEDICAL CENTER,"6000 SAN VICENTE BLVD LOS ANGELES, CA 90036 (34.057352, -118.361983)",CA,LOS ANGELES,"71,049","38,116",34.8,61.5,3.4,21.0,9.5,4.6,62271007768.0,Whitman Continuation,34.080373,-118.35973899999999,High,public,22.22,22.0,66.0,75.8,6.06,12.12,77.27,3.03,1.52,-0.0
90036,27.0,40.9,50.0,50751.0,MIRACLE MILE MEDICAL CENTER,"6000 SAN VICENTE BLVD LOS ANGELES, CA 90036 (34.057352, -118.361983)",CA,LOS ANGELES,"71,049","38,116",34.8,61.5,3.4,21.0,9.5,4.6,62271003465.0,Wilshire Crest Elementary,34.057578,-118.344068,Elementary,public,28.2,22.5,180.0,79.4,35.56,2.78,48.89,9.44,3.33,-0.0
90037,36.0,65.7,68.4,,,,,,"26,638","63,238",29.5,1.8,19.3,1.0,76.8,1.1,62271003245.0,Accelerated,34.010466,-118.27373999999999,Elementary,charter,31.05,26.0,782.0,97.6,2.69,0.51,95.4,1.15,0.26,0.0
90038,33.0,64.2,67.0,,,,,,"33,850","27,957",32.6,28.8,4.9,6.1,57.5,2.7,,,,,,,,,,,,,,,,
90039,31.0,36.0,43.4,,,,,,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,62271002807.0,Allesandro Elementary,34.102012,-118.25183,Elementary,public,70.37,22.2,423.0,77.8,2.13,7.33,85.34,4.73,0.47,-0.0
90039,31.0,36.0,43.4,,,,,,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,62271002828.0,Atwater Avenue Elementary,34.114677,-118.254097,Elementary,public,34.71,17.9,287.0,85.0,1.39,14.63,77.7,4.18,2.09,0.01
90039,31.0,36.0,43.4,,,,,,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,62271002924.0,Clifford Street Elementary,34.089313,-118.25815700000001,Elementary,public,81.72,22.7,159.0,69.8,3.77,5.66,76.73,11.32,1.89,0.63
90039,31.0,36.0,43.4,,,,,,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,62271003045.0,Glenfeliz Boulevard Elementary,34.12251,-118.26756999999999,Elementary,public,23.19,25.5,306.0,77.5,2.61,8.5,76.47,9.15,2.29,0.98
90039,31.0,36.0,43.4,,,,,,"67,170","29,092",38.8,37.8,2.3,17.5,39.2,3.2,62271003103.0,Ivanhoe Elementary,34.108853,-118.26714799999999,Elementary,public,95.57,26.7,455.0,16.3,1.32,8.57,16.7,64.62,8.35,0.44
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271013857.0,Alliance Marine - Innovation and Technology 6-12 Complex,34.22887,-118.43610100000001,Alternative,charter,64.67,20.8,311.0,89.1,3.54,5.14,76.21,12.22,1.29,1.6
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271012942.0,Celerity Cardinal Charter,34.203648,-118.37771000000001,Elementary,charter,57.85,24.6,370.0,88.4,0.81,0.81,97.3,0.81,0.27,-0.0
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271013872.0,Fenton STEM Acad: Elementary Center for Sci Technical Engr and Math,34.23147,-118.366201,Elementary,charter,40.54,21.6,260.0,83.5,2.69,5.38,81.54,9.62,0.77,-0.0
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271003001.0,Fernangeles Elementary,34.231027000000005,-118.39465700000001,Elementary,public,22.6,22.1,687.0,88.6,1.16,0.58,94.76,3.35,0.15,0.0
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271003046.0,Glenwood Elementary,34.216428,-118.358195,Elementary,public,14.76,19.5,371.0,79.2,1.35,1.35,91.11,4.85,0.81,0.53
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271003020.0,John H. Francis Polytechnic,34.223909,-118.40396000000001,High,public,62.19,22.1,2806.0,86.9,1.1,4.03,91.45,2.89,0.21,0.32
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271011339.0,North Valley Military Institute College Preparatory Academy,34.235665999999995,-118.39666499999998,Alternative,charter,27.0,23.2,593.0,86.8,1.52,0.67,85.83,2.19,9.44,0.35
91352,29.0,43.9,48.7,50378.0,PACIFICA HOSPITAL OF THE VALLEY,"9449 SAN FERNANDO RD SUN VALLEY, CA 91352 (34.241134, -118.395669)",CA,LOS ANGELES,"49,088","47,934",32.9,18.4,2.0,7.6,71.1,0.9,62271002878.0,Richard E. Byrd Middle,34.235649,-118.396523,Middle,public,22.16,24.8,1489.0,86.2,0.2,4.7,92.14,2.55,0.2,0.21
91601,33.0,55.4,62.0,,,,,,"47,202","38,379",32.5,39.2,8.4,7.6,41.0,3.8,,,,,,,,,,,,,,,,
91602,29.0,37.5,45.7,,,,,,"63,544","18,944",37.1,65.6,6.4,6.5,16.1,5.4,62271007753.0,Berenece Carlson Home Hospital,34.147727,-118.36876399999998,Alternative,public,21.58,2.9,457.0,79.0,8.97,4.6,65.21,17.07,3.06,1.09
91602,29.0,37.5,45.7,,,,,,"63,544","18,944",37.1,65.6,6.4,6.5,16.1,5.4,62271003309.0,Rio Vista Elementary,34.147836,-118.367971,Elementary,public,74.26,22.0,441.0,52.8,11.34,13.83,35.6,31.97,7.26,-0.0
91602,29.0,37.5,45.7,,,,,,"63,544","18,944",37.1,65.6,6.4,6.5,16.1,5.4,62271003299.0,Walter Reed Middle,34.152943,-118.386077,Middle,public,74.0,26.2,1599.0,53.9,5.38,11.19,44.72,35.21,2.88,0.62
91604,31.0,31.3,39.4,,,,,,"90,528","30,642",40.1,73.7,5.3,7.3,10.0,3.7,62271002898.0,Carpenter Community Charter,34.141085,-118.39226699999999,Elementary,charter,94.29,25.3,988.0,6.2,3.64,6.58,10.22,71.86,7.59,0.11
